Boat Name,Sail No,Cert No,Issue Date,Cert Year,TCC,Endorsed,Dayboat,Short Handed,Non Spi TCC,Crew,DLR,LH,Beam,Draft,Headsails,Series Date,Age Date,Racing Area,SSS Base Value,STIX,AVS,Category,ValidCode
THE MAIN 4,IRL692,6819,12/03/2015,2015,0.924,E,,,0.915,7,171,9.14,3.23,1.81,Multiple,1990,1993,118,26,0,0,0,Yes
THRUST,5585C,6832,17/04/2015,2015,1.013,,,,0.986,6,164,8.54,2.81,1.96,Multiple,1993,1993,114,16,0,0,0,Yes
RUBY TUESDAY,NZL6800,6836,11/07/2014,2014,1.045,,,,1.025,8,129,10.98,3.78,2.01,Multiple,1980,1989,414,28,0,0,0,Yes
QUICKSILVER,GBR8393Y,6876,21/01/2015,2015,0.874,,,,0.863,7,296,9.18,3.15,1.7,Single+H/W Jib,1977,1979,115,28,0,0,0,Yes
SIGNET OF KIP,GBR4359,6879,27/02/2015,2015,0.913,E,,,0.903,7,268,9.87,3.2,1.83,Multiple,1978,1991,117,32,24,117,B,Yes
VOYAGER,IRL657,6894,17/03/2015,2015,0.932,E,,,0.922,8,244,10.14,3.4,1.76,Multiple,1982,1991,118,29,0,0,0,Yes
JINGJING,HKG2005,7005,06/01/2015,2014,1.116,,,,1.089,12,145,13.01,3.9,2.59,Multiple,1992,1993,414,31,0,0,0,Yes
PHOENIX,JPN777,7026,11/07/2014,2014,0.978,,,,0.964,7,253,10.03,3.39,1.89,Multiple,1985,1986,414,22,0,0,0,Yes
ROYAL THAI NAVY 1,THA2012,7035,24/11/2014,2014,0.968,,,,0.956,8,196,10.32,3.2,1.75,Multiple,1990,1991,414,26,0,0,0,Yes
GAELIC KIWI,IRL7156,7095,27/01/2015,2015,0.854,E,,,0.845,5,282,7.32,2.85,1.54,Multiple,1974,1979,118,19,0,0,0,Yes
SABOO,266C,7147,04/02/2015,2015,0.912,,,,0.897,12,447,13.1,3.5,1.93,Single,1975,1975,114,46,0,0,0,Yes
PROSPERO OF HAMBLE,GBR4589R,7160,09/02/2015,2015,0.913,E,,,0.903,7,268,9.87,3.2,1.83,Multiple,1978,1991,101,32,24,117,B,Yes
IMPACT,GBR9554,7172,12/02/2015,2015,0.881,E,,,0.873,6,228,8.56,2.82,1.78,Multiple,1978,1982,109,24,0,0,0,Yes
THE S WORD,GBR9807R,7218,16/02/2015,2015,0.95,E,,,0.936,6,177,7.65,2.6,1.83,Multiple,1994,1994,109,14,0,0,0,Yes
J FEVER,GBR1290R,7225,16/02/2015,2015,1.052,E,,,1.033,10,157,12.19,3.66,2.11,Multiple,1994,1994,101,33,43,127,A,Yes
WHITE MISCHIEF,GBR4888T,7238,14/04/2015,2015,0.88,E,,,0.871,7,185,8.9,2.7,1.55,Multiple,1984,1993,101,24,0,0,0,Yes
JO DE ROS,PHI35001,7268,28/08/2014,2014,1.022,E,,,1.003,8,183,10.75,3.63,2.08,Multiple,1983,1992,412,24,0,0,0,Yes
STICKY FINGERS,GBR4983T,7270,12/06/2014,2014,1.025,E,,,0.997,7,160,9.57,3.3,1.98,Multiple,1994,1994,409,17,0,0,0,Yes
GWILI TWO,IRL4534,7299,24/03/2015,2015,0.913,E,,,0.903,7,268,9.87,3.2,1.83,Multiple,1978,1991,118,32,24,117,B,Yes
KC,GBR4577,7301,23/04/2015,2015,0.913,E,,,0.903,7,268,9.87,3.2,1.83,Multiple,1978,1991,117,32,24,117,B,Yes
VOLANTE OF VILLE,GBR1184,7324,22/01/2015,2015,0.864,E,,,0.864,9,336,11.63,3,1.98,Single,1960,1960,101,44,0,0,0,Yes
SWAN VALHALLA,GBR5400T,7334,21/01/2015,2015,1.055,E,,,1.042,16,309,16.8,4.33,2.6,Single+H/W Jib,1970,1975,101,59,0,0,0,Yes
OUTSIDER NT,508,7365,19/08/2014,2014,1.006,E,,,0.987,9,177,11.66,3.66,2.01,Multiple,1978,1990,404,30,0,0,0,Yes
GUNG-HO,IRL216,7366,26/01/2015,2015,0.86,E,,,0.846,6,245,8.02,2.74,1.32,Multiple,1977,1977,118,23,0,0,0,Yes
MOSHULU,NED7386,7373,18/02/2015,2015,1.037,E,,,1.025,9,192,11.37,3.72,2.09,Multiple,1992,1994,141,32,0,0,0,Yes
CORUM,HKG1088,7385,03/06/2014,2014,1.08,E,,,1.061,8,149,10.9,3.62,2.4,Multiple,1993,1993,404,26,0,0,0,Yes
SATISFACTION,GBR5062T,7393,22/01/2015,2015,0.962,,,,0.949,9,252,11.38,3.75,1.83,Multiple,1990,1994,105,38,0,0,0,Yes
BLUE DIAMOND DODJER,GBR9298R,7394,26/01/2015,2015,0.966,,,,0.945,7,182,9.14,3.05,1.79,Multiple,1992,1992,101,20,31,129,B,Yes
THERNA,ISL9834,7411,27/04/2015,2015,0.946,,,,0.928,6,140,7.94,2.75,1.53,Multiple,1987,1994,144,11,0,0,0,Yes
ENCORE,GBR1663T,7429,16/02/2015,2015,0.92,,,,0.908,6,193,8.66,2.89,1.95,Multiple,1982,1986,105,21,0,0,0,Yes
TURNABOUT,IRL620,7437,22/04/2015,2015,0.878,,,,0.863,6,236,8.5,3.1,1.62,Multiple,1983,1984,118,26,0,0,0,Yes
ALICE,GBR6638R,7463,02/04/2015,2015,1.077,E,,,1.055,8,139,10.9,3.62,2.23,Multiple,1993,1994,115,26,27,120,B,Yes
MILANTO,GBR9804R,7470,18/02/2015,2015,1.038,,,,1.024,13,274,14.38,4.41,2.65,Single,1983,1994,101,50,39,114,A,Yes
SHADES OF BLUE,GBR9781R,7554,16/03/2015,2015,0.977,E,,,0.962,8,215,10.96,3.37,1.78,Single+H/W Jib,1994,1995,101,34,0,0,0,Yes
SCARLET JESTER,GBR5678T,7557,16/02/2015,2015,0.97,E,,,0.954,7,213,9.51,3.15,1.95,Multiple,1994,1995,101,28,37,132,A,Yes
YES!,GBR4863R,7566,22/01/2015,2015,1.07,E,,,1.049,8,192,11.02,3.1,2.23,Multiple,1995,1995,101,23,0,0,0,Yes
SCORPION,GBR5592,7580,27/02/2015,2015,0.885,E,,,0.876,7,371,9.33,2.95,1.81,Multiple,1978,1978,105,29,0,0,0,Yes
JABBERWOCK,GBR9752R,7599,02/04/2015,2015,0.975,E,,,0.95,7,171,9.14,3.05,1.79,Multiple,1992,1995,107,18,31,129,B,Yes
BANDIT,IRL2611,7616,12/03/2015,2015,0.88,E,,,0.866,6,288,7.78,2.76,1.63,Multiple,1977,1980,118,17,0,0,0,Yes
HEAVENS ABOVE V,GBR3918R,7622,08/04/2015,2015,0.918,E,,,0.918,8,252,10.78,3.66,1.98,Multiple,1992,1993,101,41,0,0,0,Yes
INTRIGUE,HKG200,7639,02/07/2014,2014,1.107,,,,1.087,10,142,12.47,3.72,2.55,Multiple,1994,1995,410,29,0,0,0,Yes
J'RONIMO,GBR5189T,7641,09/01/2015,2015,0.968,,,,0.945,7,180,9.14,3.05,1.79,Multiple,1992,1995,101,19,31,129,B,Yes
SKEGLA,ISL9835,7756,27/04/2015,2015,0.946,,,,0.928,6,137,7.95,2.75,1.51,Multiple,1987,1994,144,11,0,0,0,Yes
RIFFRAFF,GBR5107T,7843,20/04/2015,2015,0.919,,,,0.906,6,168,7.85,2.45,1.71,Multiple,1982,1984,105,10,0,0,0,Yes
RAGTIME,IRL109,7853,03/02/2015,2015,0.82,,,,0.814,5,317,7.32,2.85,1.52,Multiple,1974,1977,118,21,0,0,0,Yes
FARR OUT,GBR814T,7858,18/03/2015,2015,0.899,,,,0.885,6,168,8.63,2.81,1.55,Multiple,1982,1986,102,21,0,0,0,Yes
CRACKLIN' ROSIE,GBR851R,7900,13/01/2015,2015,1.104,E,,,1.085,10,177,12.16,3.4,2.61,Multiple,1996,1996,101,30,41,132,A,Yes
SKUKUSA,GBR9584,7919,20/01/2015,2015,0.882,E,,,0.873,6,228,8.56,2.82,1.78,Multiple,1978,1982,109,24,0,0,0,Yes
ADELA,27,7929,13/02/2015,2015,1.384,,,,1.36,41,192,44.63,7.88,4.95,Single+H/W Jib,1994,2000,152,86,0,113,0,Yes
RAPTOR,IRL811,7955,23/03/2015,2015,1.018,E,,,0.995,7,174,9.65,3.04,2.03,Multiple,1996,1996,118,20,0,0,0,Yes
MAY CONTAIN NUTS,GBR9030R,7977,15/04/2015,2015,1.024,,,,0.999,7,165,9.53,3.29,2.01,Single+H/W Jib,1994,1995,101,19,32,128,A,Yes
X-TO-SEA,GBR7332R,8012,05/03/2015,2015,0.973,,,,0.963,7,209,10.06,3.3,1.81,Multiple,1994,1995,101,26,31,119,A,Yes
PATRICE III,YC360,8021,29/11/2014,2014,1.001,,,,0.978,13,290,14.25,4.14,2.65,Multiple,1975,1975,414,51,0,0,0,Yes
JUNO,SIN120,8050,12/06/2014,2014,0.887,E,,,0.878,5,196,7.32,2.72,1.25,Multiple,1977,2014,414,12,0,0,0,Yes
WILD THING,SIN800,8058,13/08/2014,2014,1.01,,,,0.999,6,125,8.43,2.65,1.74,Multiple,1996,1997,414,13,0,0,0,Yes
GUMPTION,SA4444,8067,20/04/2015,2014,1.183,E,,,1.155,12,129,13.02,3.87,2.68,Multiple,1993,2001,409,25,0,0,0,Yes
RAFIKI,GBR7012N,8086,17/03/2015,2015,0.916,E,,,0.899,5,135,7.07,2.48,1.48,Multiple,1995,2001,104,11,17,121,C,Yes
POLISHED MANX,GBR8666,8102,22/01/2015,2015,0.899,E,,,0.888,7,268,9.87,3.2,1.83,Single,1978,1986,112,32,24,117,B,Yes
TORNADO,HKG2002,8119,05/06/2014,2014,1.072,,,,1.049,7,115,9.43,3.08,2.15,Multiple,1995,1996,410,15,0,0,0,Yes
NUZULU,F918,8147,17/09/2014,2014,0.93,,,,0.922,7,228,9.66,3.17,1.87,Multiple,1980,1985,405,24,0,0,0,Yes
HITCHHIKER,R303,8154,03/06/2014,2014,1.043,E,,,1.03,10,246,12.35,3.88,2.46,Multiple,1981,1981,405,33,0,0,0,Yes
FINISTERE,F108,8159,09/06/2014,2014,1.206,E,,,1.181,15,119,15.4,4.29,3.48,Single+H/W Jib,1991,1991,405,30,0,0,0,Yes
SLOOP JOHN T,GBR9740R,8185,02/04/2015,2015,1.028,E,,,1.012,10,268,12.26,3.93,2.4,Multiple,1992,1996,114,38,0,0,0,Yes
SMOKEY TOO,GBR556,8206,26/01/2015,2015,0.911,,,,0.901,7,310,9.29,3.27,1.74,Multiple,1979,1981,104,28,0,0,0,Yes
J-LANCE,FRA9320,8230,09/02/2015,2015,0.961,,,,0.938,7,179,9.11,3.04,1.79,Multiple,1992,1995,147,20,31,129,B,Yes
ANNOKIA,GBR5689T,8248,02/03/2015,2015,0.946,,,,0.93,7,262,10.03,3.39,1.92,Single+H/W Jib,1985,1985,212,29,0,0,0,Yes
MENENES,3181C,8252,29/01/2015,2015,1.039,E,,,1.02,12,302,13.52,4.06,2.4,Multiple,1978,1980,101,44,32,116,A,Yes
SKEDADDLE,IRL1962,8258,02/04/2015,2015,0.872,,,,0.863,6,235,8.42,2.99,1.2,Multiple,1986,1990,118,25,0,0,0,Yes
MUSKETEER,1758,8262,16/01/2015,2015,1.022,E,Dayboat,,0.986,6,140,8,2.5,1.6,Multiple,1994,2015,107,14,0,0,0,Yes
TERRA,R297,8282,29/05/2014,2014,0.977,E,,,0.963,7,138,9.75,3.28,1.9,Multiple,1991,2014,405,21,0,0,0,Yes
RUTHLESS,GBR9633R,8288,12/02/2015,2015,0.969,E,,,0.958,7,161,9.99,2.98,1.76,Multiple,1995,1996,102,31,0,0,0,Yes
PERIDOT,GBR5507T,8291,17/03/2015,2015,0.92,E,,,0.909,7,194,9,2.45,1.71,Multiple,1988,1996,118,15,24,134,B,Yes
PREDATOR,GBR9640R,8300,24/04/2015,2015,1.144,,,,1.12,11,169,12.5,3.82,2.62,Multiple,1996,1996,114,25,36,124,A,Yes
SHENANIGANS,IRL791,8306,17/03/2015,2015,0.885,E,,,0.876,6,262,8.5,3.2,1.81,Multiple,1984,1986,118,25,0,0,0,Yes
THE BIG PICTURE,IRL5522,8350,03/02/2015,2015,0.943,E,,,0.928,7,293,9.06,3.17,1.76,Multiple,1983,1987,118,22,0,0,0,Yes
FENIX,GBR9660R,8357,21/01/2015,2015,1.197,,,,1.183,18,196,18.85,5.34,3.5,Single,1994,1996,152,58,68,128,A,Yes
BADA BING,GBR9716R,8370,20/02/2015,2015,1.007,E,,,0.985,7,159,9.29,3.16,2,Multiple,1996,1996,109,24,0,0,0,Yes
GIROLLE,GBR5529T,8400,23/03/2015,2015,0.978,,,,0.966,8,219,10.45,3.8,1.85,Multiple,1995,1995,101,35,0,0,0,Yes
TYPHOON,IRL5597,8408,12/03/2015,2015,0.984,E,,,0.966,7,224,9.6,3.25,1.98,Multiple,1996,1996,118,22,0,0,0,Yes
VISION,GBR2020T,8412,23/01/2015,2015,0.956,,,,0.945,7,210,9.5,3.15,1.98,Multiple,1994,1996,110,25,37,132,A,Yes
CRUMPET,GBR7626R,8417,26/01/2015,2015,0.95,,,,0.936,5,153,7.61,2.59,1.68,Multiple,1995,1996,115,12,0,0,0,Yes
BRAINWAVE OF BRIGHTON,GBR8422R,8418,30/01/2015,2015,0.934,,,,0.924,8,244,10.25,3.25,1.7,Multiple,1991,1996,103,31,0,0,0,Yes
HURRYING ANGEL,CO597,8434,17/02/2015,2015,0.872,,,,0.859,7,320,9.66,2.9,1.78,Multiple,1971,1978,101,40,33,155,A,Yes
JAMBO VI,GBR6508T,8442,24/04/2015,2015,0.912,,,,0.902,7,209,9,2.48,1.71,Multiple,1988,2004,216,18,0,0,0,Yes
DARK ANGEL,GBR8833R,8459,16/02/2015,2015,1.098,E,,,1.075,9,182,11.3,3.4,2.28,Multiple,1997,1997,107,25,0,0,0,Yes
KIRRIBILLI,99991,8519,09/10/2014,2014,1.165,E,,,1.135,10,148,12.46,3.99,2.57,Multiple,1995,1999,401,26,0,0,0,Yes
EUFARRIA,F15,8521,01/07/2014,2014,0.919,,,,0.906,7,186,9.44,2.86,1.61,Multiple,1988,1996,405,24,0,0,0,Yes
PICCOLO,F4,8522,30/11/2014,2014,0.973,,,,0.952,8,209,11.02,3.68,1.88,Multiple,1975,1976,414,32,0,0,0,Yes
LOCAL HERO,1236,8616,22/05/2014,2014,1.048,E,,,1.034,8,158,10.97,3.39,2.29,Multiple,1995,1995,401,22,0,0,0,Yes
INN SPIRIT,GBR9707R,8646,05/02/2015,2015,1.034,E,,,1.02,8,192,10.99,3.45,2.21,Multiple,1997,1997,101,28,0,0,0,Yes
R2D2,SP203,8669,29/05/2014,2014,1.04,E,,,1.023,8,148,11.03,3.46,1.97,Multiple,1995,1995,405,24,41,141,A,Yes
NO FEAR,GBR5615T,8681,20/01/2015,2015,0.982,E,,,0.972,9,233,11.55,3.64,2.08,Multiple,1987,1993,116,40,29,116,B,Yes
WALK ON THE WILD SIDE,F1995,8728,31/10/2014,2014,1.314,E,,,1.268,17,85,17.3,5.32,3.88,Multiple,1988,1988,405,30,53,118,A,Yes
CELAVIE,GBR3320R,8741,19/03/2015,2015,0.977,,,,0.968,7,204,10.06,3.3,1.81,Multiple,1994,1997,101,25,31,119,A,Yes
PRIME SUSPECT,GBR5991T,8748,02/04/2015,2015,1.067,E,,,1.041,8,181,10.99,3.4,2.25,Multiple,1997,1997,114,30,42,138,A,Yes
ACE,NED3888,8817,23/03/2015,2015,1.056,E,,,1.04,8,155,10.97,3.39,2.28,Multiple,1995,1997,141,24,0,0,0,Yes
WHITE RABBIT,GBR340-M24,8835,19/03/2015,2015,1.024,E,Dayboat,,0.995,5,108,7.56,2.49,1.52,Single,1993,2015,115,9,15,130,C,Yes
HUBBLE BUBBLE,GBR34,8882,02/04/2015,2015,0.83,E,,,0.821,6,251,8.28,2.18,1.3,Multiple,1968,1982,101,18,0,0,0,Yes
NORTHERN CHILD,GBR5951T,8924,13/02/2015,2015,1.073,,,,1.062,15,285,15.62,4.49,2.7,Multiple,1981,1984,101,51,36,114,A,Yes
MAGIC MOMENTS,1661C,8938,31/03/2015,2015,0.913,E,,,0.903,7,268,9.87,3.2,1.83,Multiple,1978,1991,109,32,24,117,B,Yes
DOUBLE TROUBLE,GBR8694T,8955,16/03/2015,2015,0.968,E,,,0.958,7,218,9.51,3.15,1.97,Multiple,1994,1997,104,24,37,132,A,Yes
SOUTHERN MYTH,SA06,8964,18/12/2014,2014,0.967,E,,,0.957,11,306,12.56,2.88,1.99,Multiple,1953,1953,403,31,0,0,0,Yes
TUX,IRL892,8998,03/03/2015,2015,0.977,E,,,0.968,7,195,10.06,3.3,1.81,Multiple,1994,1997,118,24,31,119,A,Yes
SWAN GALIANA,GBR5502T,9000,09/04/2015,2015,1.064,,,,1.051,16,319,16.73,4.32,2.56,Multiple,1970,1970,101,58,0,0,0,Yes
TRAFFIC JAM,EF22,9012,01/07/2014,2014,0.952,E,,,0.933,7,218,9.65,3.13,1.76,Multiple,1974,1985,405,21,0,0,0,Yes
IMPULSE,F732,9050,10/09/2014,2014,0.923,E,,,0.91,8,306,10.44,3.31,2,Multiple,1971,1984,405,36,0,0,0,Yes
KERNOWEK,8040Y,9082,21/08/2014,2014,0.867,E,,,0.857,5,196,6.71,2.38,1.44,Multiple,1982,1982,416,9,0,0,0,Yes
CENTENNIAL II,PHI9999,9118,16/02/2015,2014,1.166,,,,1.151,13,145,14.25,4.08,2.85,Multiple,1997,1997,412,34,43,127,A,Yes
VERTIGO,AUS150,9124,18/09/2014,2014,1.075,E,,,1.046,7,117,9.43,3.08,2.15,Multiple,1995,1997,403,20,27,132,B,Yes
HUCKLEBERRY,R131,9176,14/01/2015,2014,0.916,E,,,0.904,8,361,10.1,3.07,1.93,Multiple,1968,1983,405,31,0,0,0,Yes
ZARAFA,GBR7712R,9179,12/01/2015,2015,1.001,,,,0.986,8,173,10.64,3.45,2.2,Multiple,1996,1997,101,31,41,140,A,Yes
SHOON FUNG TOO,SIN852,9218,09/07/2014,2014,0.996,,,,0.967,6,122,8.4,2.81,1.99,Multiple,1987,1989,414,10,0,0,0,Yes
HI-FIDELITY,SA18881,9250,12/06/2014,2014,1.227,E,,,1.197,13,122,14.37,4.17,2.99,Multiple,2002,2002,409,35,0,0,0,Yes
THE DOGS ________!,GBR368,9267,18/03/2015,2015,1.024,E,Dayboat,,0.995,5,108,7.56,2.49,1.52,Single,1993,2015,115,9,15,130,C,Yes
RAMPAGE,GBR7172T,9290,02/02/2015,2015,0.961,,,,0.935,5,137,7.5,2.45,1.7,Multiple,1994,2001,101,9,0,0,0,Yes
AEOLUS,GBR1284R,9291,22/01/2015,2015,1.057,,,,1.045,8,162,10.97,3.39,2.2,Multiple,1995,1998,111,24,0,0,0,Yes
PREMIER CRU OF COQUET,GBR8844R,9293,16/04/2015,2015,0.988,,,,0.978,8,218,10.45,3.8,2.1,Multiple,1995,1995,101,34,0,0,0,Yes
G-WIZZ,YC690,9316,22/12/2014,2014,1.258,E,,,1.227,15,97,15.18,4.42,3.36,Multiple,1994,1994,403,37,0,0,0,Yes
SASSY,H188,9321,24/02/2015,2014,0.965,E,,,0.951,8,181,11.12,2.82,1.87,Multiple,1979,1979,404,26,25.15,122.2,B,Yes
GO TO RED,GBR8689R,9334,18/03/2015,2015,1.061,,,,1.045,8,135,10.9,3.62,2.23,Multiple,1993,1994,117,25,27,120,B,Yes
WISTARI,PC8,9337,17/03/2015,2014,0.92,E,,,0.896,8,161,10.68,2.73,1.56,Multiple,1965,1965,404,29,0,0,0,Yes
SCALLYWAG,GBR9595,9342,05/03/2015,2015,0.883,E,,,0.874,6,238,8.56,2.82,1.78,Multiple,1978,1982,104,23,0,0,0,Yes
SIR DUCKTION,GBR9359R,9344,17/03/2015,2015,1.018,E,,,1.006,8,173,10.64,3.43,2.2,Multiple,1996,1998,105,28,41,140,A,Yes
APE-X,GBR8708R,9346,24/03/2015,2015,0.977,E,,,0.967,7,203,10.06,3.3,1.81,Multiple,1994,1995,104,25,31,119,A,Yes
KARAKOA,PHI8088,9348,23/02/2015,2014,1.226,,,,1.21,16,105,16.32,4.26,3.02,Multiple,1993,1993,412,38,0,0,0,Yes
RAGTIME,RQ130,9360,27/05/2014,2014,1.095,E,,,1.073,12,146,13.03,3.89,2.56,Multiple,1992,1994,404,32,0,0,0,Yes
FIREBRAND,GBR612R,9363,12/01/2015,2015,0.935,E,,,0.923,12,393,13.17,3.42,2.05,Multiple,1965,1965,101,44,0,0,0,Yes
PYXIS,GBR5963T,9368,14/04/2015,2015,0.957,E,,,0.945,7,206,10.06,3.3,1.81,Multiple,1994,1994,101,29,31,119,A,Yes
MALICE,GBR979R,9369,14/01/2015,2015,1.022,E,,,1.01,8,172,10.64,3.43,2.2,Multiple,1996,1998,101,26,41,140,A,Yes
GOING CONCERN,GBR6097T,9380,16/02/2015,2015,1.01,,,,0.992,11,265,12.78,4.07,2.41,Single+H/W Jib,1981,1989,101,42,0,0,0,Yes
RESTLESS,PC100,9385,19/03/2015,2014,1.051,E,,,1.031,8,160,10.64,3.44,2.12,Multiple,1993,1993,404,20,0,0,0,Yes
SUNDANCER,GBR9625R,9407,03/03/2015,2015,0.839,E,,,0.83,5,226,7.63,2.83,1.52,Multiple,1975,1975,118,15,0,0,0,Yes
CHARM OF RHU,GBR12-8MCR,9420,09/02/2015,2015,0.904,E,,,0.892,11,373,12.74,2.94,1.95,Multiple,1963,1963,101,42,0,0,0,Yes
